	AcnR	AgaR	AmtR	AraR	ArgR	BioQ	BirA	CadR-PbrR	CblR	CcpA	CsoR	CueR	CzrA	DasR	ExuR_UxuR	FabR	FadP	FadR	FixJ	FnrN_FixK	FruR	FUR	GguR	GlcC	GntR	GulR	HcpR	HexR	HisR	HrcA	HutC	HypR	Irr	IscR	KdgR	LexA	LiuQ	LiuR	LldR	LtbR	MerR	MetJ	MetR	MntR	ModE	NadQ	NagC	NagQ	NagR	NarP	NiaR	NifA	NikR	NmlR	NnrR	NorR	NrdR	NrtR	NsrR	NtrC	PaaR	PdhR	PdxR	PhnF	PhnR	Phr	PhrR	PhsR	PrpR	PsrA	PurR	QorR	RbkR	RbsR	Rex	RutR	SahR_SamR	SdaR	SiaR	SoxR	ThiR	TrpR	TtrR	TyrR	VanR	XylR	ZntR	Zur
HcpR	0.6600790513833992	-0.5923207227555054	0.1507622811970638	-0.8091473743647657	-0.7843026538678712	0.883681535855449	-0.7763975155279503	0.5053642010163749	0.08752117447769622	-0.19480519480519481	0.1756070016939582	0.7255787690570299	-0.8486730660643704	0.7707509881422925	0.3190287972896669	-0.009599096555618294	0.5990965556182948	0.5064935064935064	0.435347261434218	0.5064935064935064	0.6329757199322417	-0.79785431959345	-0.006211180124223602	0.36645962732919257	0.6092603049124788	-0.6521739130434783	1.0	-0.32919254658385094	-0.4184076792772445	0.49520045172219085	-0.4647092038396386	-0.005081874647092038	-0.629587803500847	-0.5324675324675324	-0.7571993224167137	0.3743647656691135	0.5844155844155844	0.7549407114624506	-0.40711462450592883	0.08526256352343309	0.7651044607566346	-0.1665725578769057	-0.7820440429136082	-0.7955957086391869	-0.7108977978543196	-0.8430265386787126	-0.7300959909655562	0.08639186900056466	-0.5934500282326369	-0.1756070016939582	-0.17786561264822134	0.3416149068322981	-0.2987012987012987	0.21739130434782608	0.665725578769057	-0.2546583850931677	-0.5482778091473743	-0.7741389045736872	-0.8723884810841332	0.7470355731225297	0.7300959909655562	-0.24675324675324675	0.47374364765669114	-0.40711462450592883	0.4376058723884811	-0.7775268210050819	-0.6092603049124788	0.0818746470920384	0.2388481084133258	0.17334839073969507	0.6070016939582157	0.39808018068887635	-0.7684923771880293	0.549407114624506	-0.5787690570299266	0.365330321852061	-0.859966120835686	0.3020892151326934	-0.6024844720496895	0.6171654432523997	-0.8272162619988707	-0.034443817052512704	-0.000564652738565782	-0.42518351214003386	-0.2365894974590627	-0.6047430830039525	0.19932241671372106	-0.7086391869000565
HexR	-0.6329757199322417	0.18125352907961603	-0.43195934500282324	0.6261998870694523	0.6386222473178995	-0.37323546019198195	0.5753811405985318	0.053642010163749296	-0.07735742518351214	0.5392433653303218	0.07848673066064371	-0.5381140598531903	0.37323546019198195	-0.3585544889892716	0.16431394692264256	0.15866741953698477	-0.7967250141163185	-0.47600225861095424	-0.3743647656691135	-0.5076228119706381	-0.6160361377752682	0.5223037831733484	-0.32128740824393	-0.6962168266516092	-0.30434782608695654	0.36307171089779783	-0.32919254658385094	1.0	0.769621682665161	-0.2738565782044043	0.2670807453416149	0.277244494635799	0.48616600790513836	0.5686053077357425	0.5889328063241107	-0.46809712027103334	-0.20722755505364202	-0.6521739130434783	0.45454545454545453	-0.5832862789384529	-0.6205533596837944	0.11914172783738002	0.383399209486166	0.5844155844155844	0.6578204404291361	0.549407114624506	0.5990965556182948	0.5663466967814794	0.30886504799548276	0.639751552795031	0.6047430830039525	-0.5787690570299266	-0.1507622811970638	-0.743647656691135	-0.6623376623376623	0.5245623941276115	0.5302089215132694	0.6521739130434783	0.47261434217955955	-0.4432523997741389	-0.5584415584415584	0.29983060417843027	-0.3901750423489554	0.233201581027668	0.14398644833427443	0.6691134952004517	0.709768492377188	0.48955392433653305	0.163184641445511	0.5448898927159797	-0.11801242236024845	0.16996047430830039	0.5302089215132694	-0.691699604743083	0.4308300395256917	-0.7368718238283456	0.4522868435911914	-0.03557312252964427	0.40033879164313946	-0.24675324675324675	0.611518915866742	0.5448898927159797	-0.09542631281761717	0.5426312817617166	0.023150762281197064	0.4906832298136646	0.054771315640880856	0.6645962732919255
HisR	-0.7165443252399775	0.22416713721061546	-0.3111236589497459	0.6216826651609261	0.6815358554488989	-0.4816487859966121	0.6544325239977414	-0.1417278373800113	-0.2015810276679842	0.365330321852061	-0.11236589497459062	-0.6386222473178995	0.4997176736307171	-0.49407114624505927	0.10220214568040654	0.24110671936758893	-0.7413890457368718	-0.5618294748729531	-0.4116318464144551	-0.5911914172783738	-0.6804065499717674	0.585544889892716	-0.33145115753811405	-0.5279503105590062	-0.23997741389045738	0.4658385093167702	-0.4184076792772445	0.769621682665161	1.0	-0.28176171654432525	0.28514963297571994	0.19706380575945792	0.47261434217955955	0.6126482213438735	0.639751552795031	-0.44664031620553357	-0.0660643704121965	-0.7029926595143986	0.5607001693958216	-0.4590626764539808	-0.6702428006775832	0.20609824957651043	0.5426312817617166	0.6928289102202145	0.5392433653303218	0.6103896103896104	0.6476566911349521	0.4771315640880858	0.3382269904009034	0.7391304347826086	0.4082439299830604	-0.655561829474873	-0.043478260869565216	-0.5437605872388481	-0.6058723884810842	0.32580463015245625	0.5177865612648221	0.6996047430830039	0.5607001693958216	-0.47261434217955955	-0.5087521174477696	0.12140033879164314	-0.4376058723884811	0.42179559570863917	-0.05815923207227555	0.6883116883116883	0.6871823828345568	0.40033879164313946	0.08639186900056466	0.5607001693958216	-0.21739130434782608	0.11914172783738002	0.5561829474872954	-0.6284584980237155	0.5290796160361377	-0.4872953133822699	0.5550536420101637	-0.1281761716544325	0.4127611518915867	-0.11575381140598531	0.6883116883116883	0.6408808582721626	-0.16996047430830039	0.20609824957651043	-0.025409373235460192	0.5708639186900056	-0.019762845849802372	0.6939582156973462
HrcA	0.36645962732919257	-0.735742518351214	-0.08413325804630152	-0.5369847543760587	-0.5923207227555054	0.5505364201016375	-0.6171654432523997	0.4748729531338227	-0.029926595143986448	-0.2388481084133258	0.39695087521174477	0.6837944664031621	-0.665725578769057	0.5708639186900056	0.11688311688311688	0.14850367024280067	0.41727837380011296	0.3642010163749294	0.42518351214003386	0.5878035008469791	0.49745906267645396	-0.6984754376058724	-0.15527950310559005	0.4308300395256917	0.6702428006775832	-0.7063805759457933	0.49520045172219085	-0.2738565782044043	-0.28176171654432525	1.0	-0.2738565782044043	-0.04009034443817053	-0.4613212874082439	-0.5471485036702428	-0.6002258610954263	0.09655561829474874	0.47939017504234893	0.42292490118577075	0.03557312252964427	0.18012422360248448	0.40711462450592883	-0.000564652738565782	-0.6984754376058724	-0.5358554488989271	-0.4082439299830604	-0.5663466967814794	-0.5889328063241107	0.18690005646527386	-0.2738565782044043	-0.19706380575945792	-0.48616600790513836	0.30547713156408807	-0.08865047995482778	0.3879164313946923	0.585544889892716	-0.14737436476566912	-0.3619424054206663	-0.5652173913043478	-0.6374929418407679	0.7504234895539243	0.35403726708074534	0.045736871823828344	0.7233201581027668	-0.26595143986448333	0.16544325239977414	-0.5663466967814794	-0.6149068322981367	0.28176171654432525	-0.012987012987012988	-0.11236589497459062	0.3167701863354037	0.3416149068322981	-0.585544889892716	0.4827780914737436	-0.5629587803500847	0.4150197628458498	-0.6273291925465838	0.42405420666290233	-0.5832862789384529	0.5550536420101637	-0.5731225296442688	0.03557312252964427	0.163184641445511	-0.4771315640880858	0.163184641445511	-0.44212309429700736	0.3359683794466403	-0.6137775268210051
HutC	-0.6352343308865048	0.35064935064935066	0.019762845849802372	0.7221908526256352	0.6329757199322417	-0.7289666854884246	0.4613212874082439	-0.12478825522303783	-0.11462450592885376	0.2648221343873518	0.21513269339356295	-0.5110107284020328	0.6374929418407679	-0.383399209486166	0.24110671936758893	0.1665725578769057	-0.6002258610954263	-0.08977978543195934	-0.2715979672501412	-0.3156408808582722	-0.40711462450592883	0.5448898927159797	-0.05815923207227555	-0.36307171089779783	-0.44438170525127046	0.4850367024280068	-0.4647092038396386	0.2670807453416149	0.28514963297571994	-0.2738565782044043	1.0	0.691699604743083	0.3867871259175607	0.3619424054206663	0.4601919819311124	-0.7233201581027668	-0.30886504799548276	-0.6578204404291361	0.17334839073969507	-0.13269339356295878	-0.5200451722190853	-0.19593450028232637	0.43195934500282324	0.5053642010163749	0.6544325239977414	0.5866741953698476	0.39808018068887635	0.00846979107848673	0.567476002258611	0.30434782608695654	0.43195934500282324	-0.6182947487295314	0.3337097684923772	-0.4782608695652174	-0.7142857142857143	0.2682100508187465	0.44438170525127046	0.5618294748729531	0.577639751552795	-0.6341050254093732	-0.6566911349520045	0.28289102202145683	-0.24449463579898362	0.6341050254093732	-0.04009034443817053	0.48842461885940147	0.5979672501411631	-0.16883116883116883	0.04686617730095991	-0.18238283455674761	-0.5381140598531903	-0.33258046301524563	0.6103896103896104	-0.6928289102202145	0.32919254658385094	-0.34839073969508755	0.5844155844155844	-0.19480519480519481	0.4138904573687182	-0.39695087521174477	0.4906832298136646	0.48955392433653305	0.024280067758328628	0.2546583850931677	0.07622811970638058	0.6149068322981367	0.08074534161490683	0.6408808582721626
HypR	-0.36645962732919257	-0.032185206098249576	-0.07961603613777526	0.4116318464144551	0.25014116318464147	-0.26030491247882553	0.029926595143986448	0.3845285149632976	-0.2987012987012987	0.18464144551101072	0.5076228119706381	-0.20271033314511575	0.1767363071710898	-0.05251270468661773	0.549407114624506	0.33258046301524563	-0.37549407114624506	0.0016939582156973462	-0.08300395256916997	-0.21287408243929984	-0.2230378317334839	0.19593450028232637	-0.04009034443817053	-0.22190852625635235	0.0220214568040655	0.10107284020327499	-0.005081874647092038	0.277244494635799	0.19706380575945792	-0.04009034443817053	0.691699604743083	1.0	0.09316770186335403	0.20383963862224733	0.16883116883116883	-0.6758893280632411	-0.11575381140598531	-0.269339356295878	0.033314511575381144	-0.0660643704121965	-0.20383963862224733	-0.09768492377188029	0.003952569169960474	0.12027103331451157	0.37888198757763975	0.163184641445511	0.057029926595143984	0.35968379446640314	0.3495200451722191	0.44438170525127046	0.28740824392998304	-0.4409937888198758	-0.1665725578769057	-0.4771315640880858	-0.3845285149632976	0.3246753246753247	0.31225296442687744	0.1981931112365895	0.15753811405985318	-0.2682100508187465	-0.41727837380011296	-0.06267645398080181	-0.034443817052512704	0.36645962732919257	0.40372670807453415	0.1259175607001694	0.35742518351214003	0.16996047430830039	0.33483907396950874	-0.10897797854319594	-0.19593450028232637	-0.005081874647092038	0.22981366459627328	-0.383399209486166	0.029926595143986448	-0.4025974025974026	0.163184641445511	0.043478260869565216	0.15527950310559005	-0.10897797854319594	0.14624505928853754	0.6307171089779785	-0.10784867306606437	0.18464144551101072	0.07622811970638058	0.14737436476566912	0.32241671372106157	0.28402032749858835
Irr	-0.7210615471485037	0.6589497459062676	0.053642010163749296	0.7413890457368718	0.7639751552795031	-0.6792772444946358	0.7526821005081875	-0.4161490683229814	0.10220214568040654	0.21287408243929984	-0.39469226425748166	-0.8226990400903444	0.7086391869000565	-0.7165443252399775	-0.1383399209486166	-0.2761151891586674	-0.5957086391869001	-0.5527950310559007	-0.6939582156973462	-0.6408808582721626	-0.5200451722190853	0.8351214003387917	-0.19480519480519481	-0.6871823828345568	-0.6103896103896104	0.6612083568605308	-0.629587803500847	0.48616600790513836	0.47261434217955955	-0.4613212874082439	0.3867871259175607	0.09316770186335403	1.0	0.6634669678147939	0.7933370976849238	-0.3551665725578769	-0.4850367024280068	-0.6702428006775832	0.36984754376058726	-0.21739130434782608	-0.7820440429136082	0.03557312252964427	0.8068887634105025	0.8147939017504235	0.6725014116318464	0.8272162619988707	0.8046301524562394	0.04009034443817053	0.25804630152456237	0.32806324110671936	0.37662337662337664	-0.6408808582721626	0.043478260869565216	-0.435347261434218	-0.6476566911349521	0.10107284020327499	0.42631281761716544	0.8249576510446076	0.805759457933371	-0.7312252964426877	-0.47261434217955955	0.1259175607001694	-0.5539243365330322	0.15640880858272163	-0.4568040654997177	0.7922077922077922	0.6634669678147939	-0.09768492377188029	-0.40711462450592883	0.17447769621682666	-0.6374929418407679	-0.32241671372106157	0.7391304347826086	-0.585544889892716	0.7944664031620553	-0.39920948616600793	0.7933370976849238	-0.07961603613777526	0.8215697346132129	-0.2930547713156409	0.8114059853190287	0.24449463579898362	-0.25917560700169395	0.3709768492377188	0.03896103896103896	0.6533032185206098	-0.18125352907961603	0.7684923771880293
IscR	-0.6713721061547149	0.5053642010163749	0.043478260869565216	0.6837944664031621	0.7504234895539243	-0.5448898927159797	0.7346132128740824	-0.339356295878035	-0.1225296442687747	0.5471485036702428	-0.3269339356295878	-0.7029926595143986	0.5765104460756635	-0.48955392433653305	0.032185206098249576	-0.18012422360248448	-0.7628458498023716	-0.4342179559570864	-0.5731225296442688	-0.7199322416713722	-0.7899491812535291	0.7775268210050819	-0.37549407114624506	-0.6510446075663467	-0.43195934500282324	0.6725014116318464	-0.5324675324675324	0.5686053077357425	0.6126482213438735	-0.5471485036702428	0.3619424054206663	0.20383963862224733	0.6634669678147939	1.0	0.7391304347826086	-0.2919254658385093	-0.10333145115753811	-0.6894409937888198	0.30434782608695654	-0.49632975719932243	-0.7346132128740824	0.03670242800677583	0.7154150197628458	0.8012422360248447	0.5878035008469791	0.7108977978543196	0.7233201581027668	0.25804630152456237	0.3359683794466403	0.567476002258611	0.5550536420101637	-0.6533032185206098	-0.006211180124223602	-0.6182947487295314	-0.7504234895539243	0.3901750423489554	0.5753811405985318	0.7876905702992659	0.6996047430830039	-0.6171654432523997	-0.5403726708074534	0.09203839638622248	-0.37549407114624506	0.14511575381140598	-0.07396950875211744	0.7763975155279503	0.7741389045736872	0.16996047430830039	-0.034443817052512704	0.3642010163749294	-0.4647092038396386	-0.22755505364201017	0.5923207227555054	-0.6476566911349521	0.6341050254093732	-0.4116318464144551	0.6984754376058724	-0.21626199887069453	0.5810276679841897	-0.15302089215132694	0.7673630717108978	0.2964426877470356	-0.02766798418972332	0.49181253529079616	0.21626199887069453	0.7086391869000565	-0.08300395256916997	0.769621682665161
KdgR	-0.7334839073969509	0.6442687747035574	-0.009599096555618294	0.8452851496329757	0.9153020892151327	-0.7300959909655562	0.9322416713721061	-0.4184076792772445	-0.1789949181253529	0.32919254658385094	-0.39920948616600793	-0.8226990400903444	0.8001129305477132	-0.859966120835686	-0.1541501976284585	-0.04121964991530209	-0.7470355731225297	-0.6792772444946358	-0.5268210050818747	-0.8385093167701864	-0.7052512704686618	0.8870694522868436	-0.19367588932806323	-0.5934500282326369	-0.6092603049124788	0.6329757199322417	-0.7571993224167137	0.5889328063241107	0.639751552795031	-0.6002258610954263	0.4601919819311124	0.16883116883116883	0.7933370976849238	0.7391304347826086	1.0	-0.3178994918125353	-0.6171654432523997	-0.7955957086391869	0.49745906267645396	-0.35742518351214003	-0.841897233201581	-0.04686617730095991	0.831733483907397	0.9367588932806324	0.6826651609260305	0.8543195934500283	0.9525691699604744	0.020892151326933936	0.4308300395256917	0.43873517786561267	0.39920948616600793	-0.5505364201016375	0.22868435911914173	-0.44889892715979673	-0.769621682665161	0.12140033879164314	0.5719932241671372	0.9491812535290797	0.8848108413325805	-0.8226990400903444	-0.6533032185206098	0.028797289666854884	-0.665725578769057	0.2885375494071146	-0.4658385093167702	0.9288537549407114	0.7481648785996612	0.028797289666854884	-0.3416149068322981	0.14398644833427443	-0.5200451722190853	-0.36984754376058726	0.8260869565217391	-0.6533032185206098	0.8565782044042913	-0.6544325239977414	0.8769057029926595	-0.2704686617730096	0.7809147374364765	-0.44212309429700736	0.9457933370976849	0.277244494635799	-0.19367588932806323	0.4364765669113495	-0.09881422924901186	0.7560700169395822	-0.29757199322416716	0.8633540372670807
LexA	0.7809147374364765	-0.14285714285714285	0.2422360248447205	-0.6465273856578204	-0.5223037831733484	0.5821569734613213	-0.3427442123094297	0.03557312252964427	0.13721061547148503	-0.25578769057029926	-0.3845285149632976	0.5053642010163749	-0.49407114624505927	0.2422360248447205	-0.46922642574816487	-0.19706380575945792	0.6374929418407679	0.0378317334839074	0.28402032749858835	0.10559006211180125	0.5053642010163749	-0.48842461885940147	0.1417278373800113	0.2930547713156409	0.2365894974590627	-0.541501976284585	0.3743647656691135	-0.46809712027103334	-0.44664031620553357	0.09655561829474874	-0.7233201581027668	-0.6758893280632411	-0.3551665725578769	-0.2919254658385093	-0.3178994918125353	1.0	0.1383399209486166	0.6544325239977414	-0.269339356295878	-0.07848673066064371	0.5742518351214003	-0.2648221343873518	-0.32919254658385094	-0.4376058723884811	-0.7560700169395822	-0.5798983625070582	-0.3111236589497459	-0.3359683794466403	-0.6329757199322417	-0.47261434217955955	-0.4059853190287973	0.6702428006775832	0.1880293619424054	0.6261998870694523	0.6499153020892151	-0.5629587803500847	-0.49407114624505927	-0.4748729531338227	-0.5177865612648221	0.4647092038396386	0.5708639186900056	-0.339356295878035	0.06493506493506493	-0.5821569734613213	-0.11688311688311688	-0.4376058723884811	-0.5810276679841897	-0.19254658385093168	-0.2930547713156409	0.09090909090909091	0.5223037831733484	0.27837380011293056	-0.5302089215132694	0.6510446075663467	-0.032185206098249576	0.32241671372106157	-0.5223037831733484	0.01637492941840768	-0.4342179559570864	0.18238283455674761	-0.4624505928853755	-0.691699604743083	0.22755505364201017	-0.3111236589497459	-0.4048560135516657	-0.4658385093167702	-0.3235460191981931	-0.5652173913043478
LiuQ	0.30773574251835123	-0.44889892715979673	0.10333145115753811	-0.5053642010163749	-0.5189158667419537	0.5381140598531903	-0.5177865612648221	0.1857707509881423	0.19028797289666854	0.04009034443817053	0.07735742518351214	0.49294184076792774	-0.5798983625070582	0.6194240542066629	0.3551665725578769	-0.16883116883116883	0.22981366459627328	0.4906832298136646	0.24449463579898362	0.48955392433653305	0.2354601919819311	-0.4872953133822699	-0.24449463579898362	0.19254658385093168	0.47939017504234893	-0.2930547713156409	0.5844155844155844	-0.20722755505364202	-0.0660643704121965	0.47939017504234893	-0.30886504799548276	-0.11575381140598531	-0.4850367024280068	-0.10333145115753811	-0.6171654432523997	0.1383399209486166	1.0	0.3416149068322981	-0.11236589497459062	0.06380575945793338	0.4105025409373235	0.20045172219085264	-0.44551101072840205	-0.44889892715979673	-0.4116318464144551	-0.48842461885940147	-0.5245623941276115	0.21174477696216826	-0.19141727837380013	-0.033314511575381144	-0.053642010163749296	0.020892151326933936	-0.13382269904009034	0.03896103896103896	0.3404856013551666	0.1101072840203275	-0.2715979672501412	-0.49407114624505927	-0.551665725578769	0.5844155844155844	0.42179559570863917	0.06719367588932806	0.6171654432523997	-0.1541501976284585	0.40711462450592883	-0.46696781479390176	-0.3145115753811406	0.12140033879164314	0.37323546019198195	0.2987012987012987	0.35629587803500845	0.4342179559570864	-0.5889328063241107	0.25691699604743085	-0.4805194805194805	0.47261434217955955	-0.5143986448334275	0.15527950310559005	-0.5369847543760587	0.5832862789384529	-0.5426312817617166	0.011857707509881422	0.15640880858272163	-0.3890457368718238	0.24675324675324675	-0.29757199322416716	0.2140033879164314	-0.4059853190287973
LiuR	0.841897233201581	-0.44889892715979673	0.1756070016939582	-0.8904573687182383	-0.9073969508752118	0.7944664031620553	-0.8520609824957651	0.44664031620553357	0.0818746470920384	-0.35290796160361376	0.18125352907961603	0.7763975155279503	-0.831733483907397	0.577639751552795	-0.032185206098249576	0.034443817052512704	0.8802936194240542	0.49745906267645396	0.5866741953698476	0.5527950310559007	0.7425183512140033	-0.8204404291360813	0.2795031055900621	0.5618294748729531	0.5629587803500847	-0.7278373800112931	0.7549407114624506	-0.6521739130434783	-0.7029926595143986	0.42292490118577075	-0.6578204404291361	-0.269339356295878	-0.6702428006775832	-0.6894409937888198	-0.7955957086391869	0.6544325239977414	0.3416149068322981	1.0	-0.5911914172783738	0.30660643704121965	0.8565782044042913	-0.05251270468661773	-0.7402597402597403	-0.8825522303783173	-0.8802936194240542	-0.8622247317899492	-0.7888198757763976	-0.1293054771315641	-0.6126482213438735	-0.5121400338791643	-0.6013551665725578	0.6973461321287409	-0.21287408243929984	0.6442687747035574	0.911914172783738	-0.37775268210050816	-0.7267080745341615	-0.9062676453980801	-0.8554488989271598	0.7662337662337663	0.7876905702992659	-0.41953698475437606	0.39469226425748166	-0.577639751552795	0.23771880293619424	-0.883681535855449	-0.8509316770186336	-0.08300395256916997	0.042348955392433656	-0.15866741953698477	0.6273291925465838	0.35177865612648224	-0.8452851496329757	0.8769057029926595	-0.577639751552795	0.5143986448334275	-0.8464144551101073	0.251270468661773	-0.6013551665725578	0.41727837380011296	-0.8723884810841332	-0.37888198757763975	0.1067193675889328	-0.3924336533032185	-0.24675324675324675	-0.8486730660643704	0.0660643704121965	-0.8712591756070017
LldR	-0.36984754376058726	-0.011857707509881422	-0.32919254658385094	0.4330886504799548	0.4138904573687182	-0.313382269904009	0.39469226425748166	0.020892151326933936	-0.09655561829474874	-0.017504234895539244	-0.045736871823828344	-0.18351214003387917	0.2523997741389046	-0.2987012987012987	0.011857707509881422	0.026538678712591756	-0.3551665725578769	-0.2264257481648786	-0.42631281761716544	-0.44776962168266515	-0.44551101072840205	0.26256352343308864	-0.45454545454545453	-0.11914172783738002	0.033314511575381144	0.08865047995482778	-0.40711462450592883	0.45454545454545453	0.5607001693958216	0.03557312252964427	0.17334839073969507	0.033314511575381144	0.36984754376058726	0.30434782608695654	0.49745906267645396	-0.269339356295878	-0.11236589497459062	-0.5911914172783738	1.0	-0.09881422924901186	-0.42518351214003386	0.30321852060982496	0.20948616600790515	0.49520045172219085	0.339356295878035	0.3495200451722191	0.4082439299830604	0.2930547713156409	0.19593450028232637	0.43873517786561267	0.1383399209486166	-0.2670807453416149	0.21964991530208922	-0.18351214003387917	-0.29983060417843027	0.20948616600790515	0.5719932241671372	0.49181253529079616	0.3190287972896669	-0.2264257481648786	-0.49745906267645396	0.30886504799548276	0.028797289666854884	0.15753811405985318	-0.21739130434782608	0.4613212874082439	0.3382269904009034	0.24110671936758893	-0.30886504799548276	0.28063241106719367	-0.1857707509881423	0.05251270468661773	0.3190287972896669	-0.33483907396950874	0.4647092038396386	-0.25352907961603616	0.3178994918125353	0.1857707509881423	0.24449463579898362	-0.025409373235460192	0.5471485036702428	0.2106154714850367	-0.054771315640880856	0.045736871823828344	0.06041784302653868	0.2930547713156409	0.07396950875211744	0.3020892151326934
LtbR	0.17447769621682666	-0.028797289666854884	0.14059853190287974	-0.339356295878035	-0.409373235460192	0.14850367024280067	-0.42179559570863917	-0.00846979107848673	0.18238283455674761	-0.5832862789384529	0.14963297571993225	0.269339356295878	-0.1756070016939582	0.14624505928853754	0.0942970073404856	-0.16092603049124787	0.515527950310559	0.4816487859966121	0.1981931112365895	0.48955392433653305	0.3879164313946923	-0.23771880293619424	0.35742518351214003	0.6126482213438735	0.04799548277809147	-0.028797289666854884	0.08526256352343309	-0.5832862789384529	-0.4590626764539808	0.18012422360248448	-0.13269339356295878	-0.0660643704121965	-0.21739130434782608	-0.49632975719932243	-0.35742518351214003	-0.07848673066064371	0.06380575945793338	0.30660643704121965	-0.09881422924901186	1.0	0.22981366459627328	0.2941840767927724	-0.1756070016939582	-0.3461321287408244	-0.19254658385093168	-0.20045172219085264	-0.3709768492377188	-0.391304347826087	0.07171089779785432	-0.4556747600225861	-0.4432523997741389	0.22868435911914173	-0.10897797854319594	0.3675889328063241	0.37549407114624506	-0.2682100508187465	-0.33483907396950874	-0.4025974025974026	-0.18125352907961603	0.1981931112365895	0.3438735177865613	-0.00282326369282891	0.36984754376058726	-0.04799548277809147	-0.20383963862224733	-0.38226990400903443	-0.5347261434217956	-0.37888198757763975	0.000564652738565782	-0.5324675324675324	-0.20948616600790515	-0.233201581027668	-0.19706380575945792	0.40372670807453415	-0.3879164313946923	0.4127611518915867	-0.163184641445511	-0.09090909090909091	-0.031055900621118012	0.09203839638622248	-0.32806324110671936	-0.15979672501411632	-0.29079616036137773	-0.21513269339356295	0.2354601919819311	-0.3111236589497459	-0.042348955392433656	-0.3743647656691135
MerR	0.8814229249011858	-0.5561829474872954	0.045736871823828344	-0.8147939017504235	-0.8927159796725014	0.7447769621682665	-0.857707509881423	0.46696781479390176	-0.029926595143986448	-0.32806324110671936	0.24449463579898362	0.8328627893845285	-0.779785431959345	0.7244494635798984	-0.009599096555618294	0.08752117447769622	0.8023715415019763	0.5347261434217956	0.5561829474872954	0.6228119706380576	0.7346132128740824	-0.883681535855449	0.11349520045172219	0.5787690570299266	0.6261998870694523	-0.753811405985319	0.7651044607566346	-0.6205533596837944	-0.6702428006775832	0.40711462450592883	-0.5200451722190853	-0.20383963862224733	-0.7820440429136082	-0.7346132128740824	-0.841897233201581	0.5742518351214003	0.4105025409373235	0.8565782044042913	-0.42518351214003386	0.22981366459627328	1.0	-0.029926595143986448	-0.8396386222473179	-0.9130434782608695	-0.849802371541502	-0.9390175042348955	-0.8441558441558441	-0.08074534161490683	-0.5290796160361377	-0.47148503670242803	-0.44212309429700736	0.6781479390175043	-0.045736871823828344	0.5584415584415584	0.8215697346132129	-0.2862789384528515	-0.4748729531338227	-0.9006211180124224	-0.885940146809712	0.7210615471485037	0.5900621118012422	-0.18351214003387917	0.453416149068323	-0.3551665725578769	0.36307171089779783	-0.9277244494635799	-0.7481648785996612	-0.011857707509881422	0.08977978543195934	-0.014116318464144552	0.7481648785996612	0.35629587803500845	-0.7899491812535291	0.7267080745341615	-0.6239412761151891	0.47035573122529645	-0.8701298701298701	0.33145115753811405	-0.7854319593450029	0.39920948616600793	-0.8994918125352908	-0.40146809712027104	0.17334839073969507	-0.427442123094297	-0.25578769057029926	-0.8509316770186336	0.20271033314511575	-0.8802936194240542
MetJ	-0.20045172219085264	-0.1541501976284585	-0.16770186335403728	0.07622811970638058	-0.10446075663466968	-0.14398644833427443	-0.08526256352343309	0.0502540937323546	-0.14059853190287974	-0.00282326369282891	0.24336533032185206	-0.057029926595143984	-0.045736871823828344	-0.09768492377188029	0.13495200451722192	0.09203839638622248	-0.003952569169960474	0.11462450592885376	0.04912478825522304	0.10107284020327499	-0.25804630152456237	0.031055900621118012	-0.20948616600790515	0.16883116883116883	0.31225296442687744	0.08977978543195934	-0.1665725578769057	0.11914172783738002	0.20609824957651043	-0.000564652738565782	-0.19593450028232637	-0.09768492377188029	0.03557312252964427	0.03670242800677583	-0.04686617730095991	-0.2648221343873518	0.20045172219085264	-0.05251270468661773	0.30321852060982496	0.2941840767927724	-0.029926595143986448	1.0	-0.012987012987012988	0.003952569169960474	0.014116318464144552	0.13382269904009034	-0.04121964991530209	0.3585544889892716	0.269339356295878	0.031055900621118012	-0.1665725578769057	0.04121964991530209	-0.3235460191981931	0.009599096555618294	0.07396950875211744	0.52343308865048	0.21626199887069453	-0.000564652738565782	0.06154714850367024	0.1225296442687747	-0.044607566346696784	0.19706380575945792	0.11123658949745906	0.020892151326933936	-0.026538678712591756	-0.018633540372670808	0.05251270468661773	0.3709768492377188	-0.020892151326933936	0.11688311688311688	0.028797289666854884	0.09768492377188029	-0.06945228684359118	0.08300395256916997	-0.10897797854319594	-0.009599096555618294	0.10333145115753811	0.2670807453416149	0.042348955392433656	0.13382269904009034	0.0942970073404856	0.15979672501411632	-0.26595143986448333	0.04799548277809147	0.2964426877470356	-0.28514963297571994	0.21739130434782608	-0.023150762281197064
